Method	Index	Dataset	ID	Keywords	Question	Skip	Result	Time
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	174	founder, Penguin Books	Who is the founder of Penguin Books?	no	Correct answer	556
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	175	Jack Wolfskin, founded	When was Jack Wolfskin founded?	no	Wrong answer	750
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	176	mayor, Rotterdam	Who is the mayor of Rotterdam?	no	Wrong answer	565
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	177	Swedish, oceanographer	Give me all Swedish oceanographers.	no	Wrong answer	567
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	178	autobiography, Hemingway	Show me Hemingway's autobiography.	no	Correct answer	800
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	179	Juan Carlos I, wife, parents	Who are the parents of the wife of Juan Carlos I?	no	Wrong answer	1079
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	184	parents, Queen Victoria	Who were the parents of Queen Victoria?	no	Wrong answer	905
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	189	Fort Knox, located	Where is Fort Knox located?	no	Wrong answer	6580
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	191	where, Syngman Rhee, buried	Where is Syngman Rhee buried?	no	Correct answer	1057
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	192	timezone, San Pedro de Atacama	What is the timezone in San Pedro de Atacama?	no	Wrong answer	1336
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	193	artistic movement, painter, The Three Dancers	To which artistic movement did the painter of The Three Dancers belong?	no	Wrong answer	4189
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	194	scientist, known for, Manhattan Project, Nobel Peace Prize	Which scientist is known for the Manhattan Project and the Nobel Peace Prize?	no	Wrong answer	5114
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	195	books, Asimov, Foundation series	Show me all books in Asimov's Foundation series.	no	Wrong answer	1040
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	198	high, Yokohama Marine Tower	How high is the Yokohama Marine Tower?	no	Wrong answer	559
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	201	video game, World of Warcraft, develop	Who developed the video game World of Warcraft?	no	Wrong answer	561
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	202	pope, founded, Vatican Television	Who was the pope that founded the Vatican Television?	no	Wrong answer	2060
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	203	Harold and Maude, compose, music	Who composed the music for Harold and Maude?	no	Wrong answer	4726
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	204	member, Prodigy	Give me all members of Prodigy.	no	Wrong answer	542
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	205	starring, Spanish movies, produced, Benicio del Toro	Who is starring in Spanish movies produced by Benicio del Toro?	no	Wrong answer	626583
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	206	subsidiary, TUI Travel, serve, Glasgow, Dublin	Which subsidiary of TUI Travel serves both Glasgow and Dublin?	no	Wrong answer	43783
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	207	country, located, Mecca	In which country is Mecca located?	no	Wrong answer	5597
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	210	professional surfer, born, Philippines	Which professional surfers were born on the Philippines?	no	Wrong answer	1571
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	211	five boroughs, New York	What are the five boroughs of New York?	no	Wrong answer	1345
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	213	date, princess Diana, died	When did princess Diana die?	no	Wrong answer	262278
A	english_dbpedia_synonyms	qald-7-train-multilingual.json	214	produced, France, sparkling wine	Where in France is sparkling wine produced?	no	Wrong answer	841
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	0	Battle of Gettysburg	When was the Battle of Gettysburg?	no	Wrong answer	797
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	1	musicals, music by, Elton John	List all the musicals with music by Elton John.	no	Correct answer	611
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	2	high, lighthouse in Colombo	How high is the lighthouse in Colombo?	no	Wrong answer	555
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	3	U.S. president, Lincoln, wife	Who was the wife of U.S. president Lincoln?	no	Wrong answer	886
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	4	host, BBC Wildlife Specials	Who is the host of the BBC Wildlife Specials?	no	Wrong answer	665
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	5	cost, Pulp Fiction	How much did Pulp Fiction cost?	no	Wrong answer	553
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	6	city, Heineken brewery	In what city is the Heineken brewery?	no	Wrong answer	556
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	7	when, Operation Overlord, commence	When did Operation Overlord commence?	no	Correct answer	555
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	8	city, Chile Route 68, ends	In which city does the Chile Route 68 end?	no	Wrong answer	602
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	9	developer, Slack	Who developed Slack?	no	Wrong answer	554
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	10	married to, president Chirac	Who was married to president Chirac?	no	Wrong answer	823
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	11	Bruce Carver, die	What did Bruce Carver die from?	no	Correct answer	548
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	13	Weser, flow through, city	Which cities does the Weser flow through?	no	Wrong answer	556
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	14	How many seats, stadium of FC Porto	How many seats does the home stadium of FC Porto have?	no	Wrong answer	620
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	15	Robert Kennedy, daughter, married	Who is the daughter of Robert Kennedy married to?	no	Wrong answer	558
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	16	book, Kerouac, publish, Viking Press	Which books by Kerouac were published by Viking Press?	no	Correct answer	615
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	17	Amazon Eve, tall	How tall is Amazon Eve?	no	Correct answer	556
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	18	museum, Scream, Munch	Which museum exhibits The Scream by Munch?	no	Wrong answer	795
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	19	wrote, book, The pillars of the Earth	Who wrote the book Les Piliers de la terre?	no	Wrong answer	624
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	21	discoverer, Ceres	Who discovered Ceres?	no	Correct answer	597
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	22	river, cross, Brooklyn Bridge	Which river does the Brooklyn Bridge cross?	no	Wrong answer	789
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	25	mayor, Paris	Who is the mayor of Paris?	no	Wrong answer	550
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	26	coach, ice hockey team, Ankara	Who is the coach of Ankara's ice hockey team?	no	Wrong answer	664
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	27	mayor, capital, French Polynesia	Who is the mayor of the capital of French Polynesia?	no	Wrong answer	561
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	28	Douglas Hofstadter, award	Which awards did Douglas Hofstadter win?	no	Correct answer	561
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	29	Lego Movie, cost	How much did the Lego Movie cost?	no	Wrong answer	552
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	30	Piccadilly, start	Where does Piccadilly start?	no	Wrong answer	553
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	34	film, play, Julia Roberts, Richard Gere	In which films did Julia Roberts as well as Richard Gere play?	no	Wrong answer	737
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	35	Ganges, start, country	In which country does the Ganges start?	no	Wrong answer	558
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	36	year, born, Rachel Stevens	In which year was Rachel Stevens born?	no	Wrong answer	573
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	38	birthplace, Bach	Where was Bach born?	no	Correct answer	549
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	40	first, climb, mount Everest	Who was the first to climb Mount Everest?	no	Correct answer	795
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	41	How many people, Poland	How many people live in Poland?	no	Correct answer	559
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	42	location, Houses of Parliament	What is the location of the Houses of Parliament?	no	Partial answer	569
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	44	Limerick Lake, country	In which country is the Limerick Lake?	no	Correct answer	611
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	48	create, Family Guy	Who created Family Guy?	no	Wrong answer	559
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	49	Suriname, official language	What is the official language of Suriname?	no	Wrong answer	552
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	50	write, song, Hotel California	Who wrote the song Hotel California?	no	Wrong answer	593
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	51	actor, starring, movie, direct, William Shatner	Give me all actors starring in movies directed by William Shatner.	no	Wrong answer	667
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	52	ingredients, chocolate chip cookie	What is in a chocolate chip cookie?	no	Partial answer	553
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	54	carrot cake, ingredients	Which ingredients do I need for carrot cake?	no	Partial answer	554
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	55	Neymar, play, Real Madrid	Does Neymar play for Real Madrid?	no	Wrong answer	714
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	56	computer scientist, win, oscar	Which computer scientist won an oscar?	no	Wrong answer	550
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	58	MI6, headquarters, city, UK	In which UK city are the headquarters of the MI6?	no	Wrong answer	585
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	60	IYCM, stand for	What does IYCM stand for?	no	Wrong answer	551
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	61	dissolve, Ming dynasty	When did the Ming dynasty dissolve?	no	Wrong answer	567
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	62	HBO, television series, Sopranos, first season, episode	List all episodes of the first season of the HBO television series The Sopranos!	no	Wrong answer	621
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	63	total population, Melbourne Florida	What is the total population of Melbourne, Florida?	no	Wrong answer	716
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	65	country, Mount Everest	What country is Mount Everest in?	no	Wrong answer	588
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	66	Australia, largest city	What is the largest city in Australia?	no	Wrong answer	567
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	67	launch pad, operate, NASA	Give me all launch pads operated by NASA.	no	Correct answer	603
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	68	Tel Aviv, mayor	Who is the mayor of Tel Aviv?	no	Wrong answer	556
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	69	HBO, television series, Sopranos, first season, episode	List all episodes of the first season of the HBO television series The Sopranos.	no	Wrong answer	608
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	70	Batman, creator	Who created Batman?	no	Correct answer	554
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	71	play, Gus Fring, Breaking Bad	Who played Gus Fring in Breaking Bad?	no	Wrong answer	553
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	72	GIMP, programming language	In which programming language is GIMP written?	no	Wrong answer	550
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	73	ancient empire, pay, cocoa beans	In which ancient empire could you pay with cocoa beans?	no	Wrong answer	556
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	74	Forbes, editor	Who is the editor of Forbes?	no	Correct answer	557
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	75	Australia, capital, people, live	How many people live in the capital of Australia?	no	Wrong answer	609
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	76	professional surfer, born, Australia	Which professional surfers were born in Australia?	no	Wrong answer	616
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	77	electronics companies, founded, Beijing	Which electronics companies were founded in Beijing?	no	Wrong answer	591
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	78	video game, publish, Mean Hamster Software	Give me all video games published by Mean Hamster Software.	no	Wrong answer	557
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	79	own, Aldi	How many Aldi stores are there?	no	Wrong answer	560
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	80	capital, Cameroon	What is the capital of Cameroon?	no	Wrong answer	597
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	83	movie, direct, Francis Ford Coppola	Give me all movies directed by Francis Ford Coppola.	no	Wrong answer	581
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	88	Elvis Presley, grandchildren	Give me the grandchildren of Elvis Presley.	no	Wrong answer	553
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	89	movies, starring, Mickey Rourke, directed, Guy Ritchie	Which movies starring Mickey Rourke were directed by Guy Ritchie?	no	Wrong answer	734
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	90	Dracula, creator, die	When did Dracula's creator die?	no	Wrong answer	552
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	91	Miffy, creator, country	Which country does the creator of Miffy come from?	no	Wrong answer	588
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	92	real name, Batman	What is Batman's real name?	no	Wrong answer	823
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	93	form of government, Russia	What form of government does Russia have?	no	Wrong answer	570
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	95	record label, Canadian, Grunge	Give me all Canadian Grunge record labels.	no	Wrong answer	572
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	97	Margaret Thatcher, child	List the children of Margaret Thatcher.	no	Correct answer	561
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	98	region, Melon de Bourgogne	From which region is the Melon de Bourgogne?	no	Wrong answer	567
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	102	game, GMT	List all games by GMT.	no	Wrong answer	550
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	104	airports, Yeti Airlines	Which airports does Yeti Airlines serve?	no	Wrong answer	600
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	106	color, express, loyalty	What color expresses loyalty?	no	Wrong answer	547
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	108	Wikipedia, created	Who created Wikipedia?	no	Wrong answer	808
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	112	president, Eritrea	Who is the president of Eritrea?	no	Wrong answer	605
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	113	film, Stanley Kubrick, direct	Which films did Stanley Kubrick direct?	no	Wrong answer	552
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	114	Titanic, completion date	When was the Titanic completed?	no	Correct answer	559
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	115	how many, pages, War and Peace	How many pages does War and Peace have?	no	Wrong answer	539
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	117	highest, mountain, Italy	What is the highest mountain in Italy?	no	Wrong answer	561
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	118	Claudia Schiffer, tall	How tall is Claudia Schiffer?	no	Correct answer	557
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	119	John F. Kennedy, vice president	Who was John F. Kennedy's vice president?	no	Correct answer	600
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	120	subsidiary, Lufthansa, serve, Dortmund, Berlin Tegel	Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?	no	Wrong answer	1645
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	121	John F. Kennedy, successor	Who was the successor of John F. Kennedy?	no	Correct answer	553
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	122	compose, soundtrack, Cameron's Titanic	Who composed the soundtrack for Cameron's Titanic?	no	Wrong answer	561
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	125	time zone, Rome	In which time zone is Rome?	no	Wrong answer	564
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	126	currency, China	Give me the currency of China.	no	Wrong answer	568
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	127	developers, DBpedia	Who are the developers of DBpedia?	no	Correct answer	557
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	129	king, the Netherlands	Who is the king of the Netherlands?	no	Correct answer	567
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	130	city, Nikos Kazantzakis, die	In which city did Nikos Kazantzakis die?	no	Wrong answer	796
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	132	list, critically endangered birds	Give me a list of all critically endangered birds.	no	Wrong answer	552
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	133	inhabitants, largest city, Canada	How many inhabitants does the largest city in Canada have?	no	Wrong answer	571
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	134	Lawrence of Arabia, military conflict	In which military conflicts did Lawrence of Arabia participate?	no	Wrong answer	610
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	136	Nile, start, country	In which country does the Nile start?	no	Wrong answer	680
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	138	companies, produce, hovercrafts	Which companies produce hovercrafts?	no	Wrong answer	582
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	140	city, born, president of Montenegro	In which city was the president of Montenegro born?	no	Wrong answer	563
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	141	country, born, Bill Gates	Which country was Bill Gates born in?	no	Wrong answer	576
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	142	which countries, speak, Japanese	In which countries do people speak Japanese?	no	Wrong answer	592
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	143	book, wrote, Muhammad Ali	Show me the book that Muhammad Ali wrote.	no	Correct answer	582
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	145	Berlin, area code	What is the area code of Berlin?	no	Wrong answer	560
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	146	actor, starring, Last Action Hero	Give me all actors starring in Last Action Hero.	no	Wrong answer	695
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	147	San Francisco, nickname	What are the nicknames of San Francisco?	no	Wrong answer	562
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	150	television show, create, Walt Disney	Which television shows were created by Walt Disney?	no	Wrong answer	811
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	152	country, Sitecore	What country is Sitecore from?	no	Wrong answer	579
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	153	wife, Lance Bass	Whom did Lance Bass marry?	no	Correct answer	546
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	154	capital, Canada	What is the capital of Canada?	no	Wrong answer	656
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	155	person, inspiring, Vincent van Gogh	Who was Vincent van Gogh inspired by?	no	Correct answer	607
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	156	city, John F. Kennedy, die	In which city did John F. Kennedy die?	no	Wrong answer	847
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	158	writer, Game of Thrones	Who wrote the Game of Thrones theme?	no	Wrong answer	621
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	159	Brooklyn Bridge, design	Who designed the Brooklyn Bridge?	no	Wrong answer	554
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	160	Boris Becker, end career	When did Boris Becker end his active career?	no	Wrong answer	1426
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	161	grape types, grow, Oregon	Which types of grapes grow in Oregon?	no	Wrong answer	561
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	162	tall, Michael Jordan	How tall is Michael Jordan?	no	Correct answer	593
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	163	party, mayor, Paris, belong	To which party does the mayor of Paris belong?	no	Wrong answer	564
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	164	wrote, book, The pillars of the Earth	Who wrote the book The Pillars of the Earth?	no	Wrong answer	598
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	165	United States, 16th president	Who was the 16th president of the United States?	no	Wrong answer	682
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	166	Mount Everest, high	How high is the Mount Everest?	no	Wrong answer	552
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	167	doctoral supervisor, Albert Einstein	Who was the doctoral supervisor of Albert Einstein?	no	Correct answer	550
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	168	city, live, Sylvester Stallone	In which city does Sylvester Stallone live?	no	Wrong answer	564
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	169	Czech republic, currency	What is the currency of the Czech Republic?	no	Wrong answer	570
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	172	son, Sonny and Cher	Who is the son of Sonny and Cher?	no	Correct answer	558
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	173	city, headquarters of the United Nations	In which city are the headquarters of the United Nations?	no	Wrong answer	564
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	174	founder, Penguin Books	Who is the founder of Penguin Books?	no	Correct answer	557
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	175	Jack Wolfskin, founded	When was Jack Wolfskin founded?	no	Wrong answer	554
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	176	mayor, Rotterdam	Who is the mayor of Rotterdam?	no	Wrong answer	555
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	177	Swedish, oceanographer	Give me all Swedish oceanographers.	no	Wrong answer	560
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	178	autobiography, Hemingway	Show me Hemingway's autobiography.	no	Correct answer	581
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	179	Juan Carlos I, wife, parents	Who are the parents of the wife of Juan Carlos I?	no	Wrong answer	558
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	184	parents, Queen Victoria	Who were the parents of Queen Victoria?	no	Correct answer	567
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	189	Fort Knox, located	Where is Fort Knox located?	no	Correct answer	556
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	191	where, Syngman Rhee, buried	Where is Syngman Rhee buried?	no	Correct answer	554
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	192	timezone, San Pedro de Atacama	What is the timezone in San Pedro de Atacama?	no	Correct answer	797
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	193	artistic movement, painter, The Three Dancers	To which artistic movement did the painter of The Three Dancers belong?	no	Wrong answer	640
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	194	scientist, known for, Manhattan Project, Nobel Peace Prize	Which scientist is known for the Manhattan Project and the Nobel Peace Prize?	no	Wrong answer	633
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	195	books, Asimov, Foundation series	Show me all books in Asimov's Foundation series.	no	Wrong answer	552
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	198	high, Yokohama Marine Tower	How high is the Yokohama Marine Tower?	no	Correct answer	555
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	201	video game, World of Warcraft, develop	Who developed the video game World of Warcraft?	no	Wrong answer	555
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	202	pope, founded, Vatican Television	Who was the pope that founded the Vatican Television?	no	Correct answer	604
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	203	Harold and Maude, compose, music	Who composed the music for Harold and Maude?	no	Wrong answer	584
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	204	member, Prodigy	Give me all members of Prodigy.	no	Wrong answer	554
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	205	starring, Spanish movies, produced, Benicio del Toro	Who is starring in Spanish movies produced by Benicio del Toro?	no	Wrong answer	1170
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	206	subsidiary, TUI Travel, serve, Glasgow, Dublin	Which subsidiary of TUI Travel serves both Glasgow and Dublin?	no	Wrong answer	825
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	207	country, located, Mecca	In which country is Mecca located?	no	Wrong answer	831
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	210	professional surfer, born, Philippines	Which professional surfers were born on the Philippines?	no	Wrong answer	610
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	211	five boroughs, New York	What are the five boroughs of New York?	no	Wrong answer	607
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	213	date, princess Diana, died	When did princess Diana die?	no	Wrong answer	550
B	english_dbpedia_no_synonyms	qald-7-train-multilingual.json	214	produced, France, sparkling wine	Where in France is sparkling wine produced?	no	Wrong answer	590
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	0	Battle of Gettysburg	When was the Battle of Gettysburg?	no	Wrong answer	562
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	1	musicals, music by, Elton John	List all the musicals with music by Elton John.	no	Correct answer	635
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	2	high, lighthouse in Colombo	How high is the lighthouse in Colombo?	no	Wrong answer	555
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	3	U.S. president, Lincoln, wife	Who was the wife of U.S. president Lincoln?	no	Wrong answer	619
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	4	host, BBC Wildlife Specials	Who is the host of the BBC Wildlife Specials?	no	Wrong answer	697
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	5	cost, Pulp Fiction	How much did Pulp Fiction cost?	no	Wrong answer	554
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	6	city, Heineken brewery	In what city is the Heineken brewery?	no	Wrong answer	559
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	7	when, Operation Overlord, commence	When did Operation Overlord commence?	no	Wrong answer	559
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	8	city, Chile Route 68, ends	In which city does the Chile Route 68 end?	no	Wrong answer	559
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	9	developer, Slack	Who developed Slack?	no	Wrong answer	555
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	10	married to, president Chirac	Who was married to president Chirac?	no	Wrong answer	544
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	11	Bruce Carver, die	What did Bruce Carver die from?	no	Wrong answer	622
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	13	Weser, flow through, city	Which cities does the Weser flow through?	no	Wrong answer	558
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	14	How many seats, stadium of FC Porto	How many seats does the home stadium of FC Porto have?	no	Wrong answer	702
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	15	Robert Kennedy, daughter, married	Who is the daughter of Robert Kennedy married to?	no	Wrong answer	554
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	16	book, Kerouac, publish, Viking Press	Which books by Kerouac were published by Viking Press?	no	Correct answer	628
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	17	Amazon Eve, tall	How tall is Amazon Eve?	no	Correct answer	550
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	18	museum, Scream, Munch	Which museum exhibits The Scream by Munch?	no	Wrong answer	556
B	english_dbpedia_synonyms	qald-7-train-multilingual.json	19	wrote, book, The pillars of the Earth	Who wrote the book Les Piliers de la terre?	no	Wrong answer	645
